grade,gpa,chronicly_absent,days_absent,act_taken,read_scale,writing_scale,math_scale,female,white,special_ed,plan_504,free_and_reduced,gifted
9,3.843,0,1.87,0,605,649,650,0,0,0,0,0,1
9,4,0,0.73,0,660,585,638,0,1,0,0,0,0
9,3.913,0,0.02,0,579,553,596,0,1,0,0,0,0
9,3.955,0,4.22,0,660,601,693,0,0,0,0,0,1
10,3.355,0,9.87,0,700,620,688,1,1,0,0,0,1
9,3.316,0,5.84,0,695,641,650,0,1,0,1,0,0
11,4,0,1.67,1,705,700,800,0,0,0,0,0,0
10,3.225,0,3.23,1,587,585,567,1,1,0,0,0,0
11,3.912,0,0.89,1,662,669,708,1,0,0,0,0,0
11,3.955,0,1.01,1,566,662,708,1,0,0,0,0,0
10,3.08,0,1.72,1,678,620,634,0,1,0,0,0,0
9,3.894,0,3.03,0,619,609,736,0,0,0,0,0,0
9,3.896,0,1.35,0,592,553,616,1,1,0,0,0,0
9,3.404,0,10.33,0,605,617,650,0,1,0,0,0,0
11,3.603,0,1.6,1,636,655,800,0,1,0,0,0,1
9,3.114,0,5.58,0,500,537,462,1,1,0,0,0,0
9,2.122,0,13.59,0,547,577,544,0,1,0,0,0,0
9,3.587,0,2.83,0,592,497,561,0,1,1,0,0,0
9,2.317,0,14.34,0,568,625,521,1,0,0,0,0,0
9,3.008,0,1.88,0,605,569,587,0,1,0,0,0,0
9,3.772,0,3.55,0,579,617,650,1,1,0,0,0,0
9,3.176,0,1.96,0,518,561,578,0,1,0,0,0,0
9,2.963,1,19.32,0,500,577,544,1,1,0,0,0,0
9,1.917,1,41.89,0,527,521,498,1,1,0,0,1,0
9,3.359,0,15.15,0,592,625,616,1,1,0,0,0,0
9,2.448,0,10.05,0,500,553,544,1,1,0,0,0,0
9,3.755,0,5.96,0,579,593,606,1,1,0,0,0,0
9,3.228,0,4.13,0,568,577,606,0,1,0,0,0,0
9,3.088,0,2.41,0,605,609,569,0,1,0,0,0,0
9,3.719,0,7.38,0,619,609,638,0,1,0,0,0,0
9,3.817,0,5.56,0,568,625,638,0,1,0,0,0,0
9,3.667,0,1.64,0,605,553,569,1,1,0,0,0,0
9,2.166,0,2.1,0,568,617,536,0,1,0,0,0,0
9,2.913,0,1.06,0,568,577,513,1,1,0,0,0,0
9,3.272,0,4.02,0,557,545,587,1,1,0,0,0,0
9,2.254,0,11.97,0,579,545,606,1,1,0,0,1,0
9,2.983,0,2.73,0,518,585,544,0,1,0,0,0,1
10,3.824,0,5.54,1,700,722,688,0,1,0,0,1,1
9,3.474,0,8.57,0,557,577,662,0,1,0,0,0,0
9,3.421,0,3.36,1,579,609,536,1,0,0,0,0,0
9,3.965,0,7.84,0,605,641,693,1,1,0,0,0,0
11,2.938,0,10.54,0,593,619,590,1,1,0,0,1,0
10,3.624,0,0.43,1,647,648,624,0,1,0,0,0,1
9,2.552,0,4.49,0,527,521,536,0,0,0,0,0,0
9,3.736,0,3.73,0,635,593,596,0,1,0,0,0,0
10,3.888,0,4.33,1,621,585,664,1,1,0,0,0,0
9,3.983,0,4.2,0,660,625,662,1,1,0,1,0,0
9,3.501,0,10.53,0,619,553,616,0,1,0,0,0,0
8,3.745,0,0.84,0,601,625,614,0,1,0,0,0,1
11,3.554,0,6.45,1,648,669,765,1,1,0,0,0,0
9,3.255,0,2.09,0,547,601,513,1,1,0,0,0,0
10,2.213,0,6.31,0,609,515,544,0,1,0,0,0,0
9,3.571,0,8.31,0,660,593,650,1,1,0,0,0,1
9,3.141,0,6.75,0,537,545,578,0,1,0,0,0,0
10,2.92,0,13.99,0,587,543,516,0,1,0,1,1,0
9,3.955,0,8.56,1,660,601,606,1,1,0,0,0,0
9,2.712,0,2.35,0,518,457,513,0,0,1,0,0,0
9,3.737,0,4.48,0,619,633,638,0,1,0,0,0,0
9,3.176,0,0.36,0,547,561,552,1,1,0,0,1,0
9,2.596,0,0.1,0,605,593,616,0,1,0,0,0,0
9,3.719,0,3.91,0,579,593,616,0,1,0,0,0,0
9,4,0,0.82,0,660,601,711,1,1,0,0,0,1
9,2.557,1,20.69,0,592,561,616,0,1,0,0,1,0
11,3.69,0,0,0,624,619,617,1,1,0,0,1,0
11,3.409,0,1.71,1,636,677,665,0,1,0,0,0,0
11,3.039,0,4.92,1,593,633,625,1,1,0,1,0,0
11,2.738,0,3.1,1,566,576,648,1,1,0,0,0,0
9,3.202,0,6.2,0,592,561,544,1,1,0,0,0,0
9,0.991,0,10.93,0,500,537,569,1,1,0,0,1,0
9,1.676,1,30.38,0,527,585,544,1,1,0,0,1,0
9,3.473,0,2.75,0,592,569,578,1,1,0,0,0,0
9,3.438,0,4.16,0,500,569,536,1,1,0,0,0,0
9,2.921,0,12.55,0,482,569,544,1,1,0,1,0,0
9,2.658,0,6.65,0,509,545,473,1,1,0,0,0,0
9,3.211,0,12.06,0,527,489,606,0,1,0,0,0,0
9,2.622,1,26.01,0,619,529,536,0,1,0,0,1,0
9,3.983,0,8.83,0,619,609,650,1,1,0,0,0,1
9,4,0,2.94,0,619,641,662,1,1,0,0,0,1
9,3.193,0,12.87,0,568,585,596,1,1,0,0,0,0
11,3.735,0,2.42,1,677,626,690,0,0,0,0,0,0
10,3.011,0,8.51,0,557,564,552,1,1,0,0,0,0
9,3.756,0,1.42,1,619,577,650,0,1,0,0,0,1
10,3.912,0,6.84,1,678,706,624,0,1,0,0,0,1
10,2.688,0,4.94,0,621,599,552,1,1,0,0,0,0
9,3.734,0,9.87,0,605,585,606,1,1,0,0,0,0
9,2.096,0,3.65,0,568,585,606,0,1,0,0,0,0
9,3.071,0,14.49,0,579,593,528,1,1,0,0,0,0
9,2.968,1,28.74,0,518,497,521,0,1,1,0,1,0
9,2.228,0,17.1,0,500,497,478,0,1,1,0,0,0
9,3.983,0,5.63,0,660,625,736,0,1,0,0,0,1
9,2.282,0,4.19,0,537,545,552,0,1,0,0,0,0
9,3.842,0,5.92,0,660,625,650,1,1,0,0,0,0
9,3.86,0,1.96,0,579,569,638,0,1,0,0,0,0
9,4,0,0.32,0,660,601,677,0,1,0,0,0,0
9,3.737,0,0.46,0,660,609,596,0,1,0,0,0,0
9,2.536,0,13.38,0,500,569,536,0,1,0,0,0,0
9,3.807,0,0.4,0,750,657,616,1,1,0,0,0,0
9,3.877,0,0.2,0,695,633,711,0,1,0,0,0,1
9,3.719,0,13.05,0,660,666,616,1,1,0,0,0,0
9,3.737,0,2.16,0,579,585,544,0,1,0,0,0,0
9,3.158,0,13.04,0,527,537,578,0,1,0,0,0,0
9,4,0,4.14,1,695,649,711,1,1,0,0,0,1
9,2.629,0,7.57,0,491,545,544,0,1,0,0,0,0
9,3.253,0,15.31,0,605,569,587,0,1,0,0,0,0
9,3.97,0,1.98,0,660,617,606,1,1,0,0,0,1
9,3.258,0,5.82,0,579,593,596,0,1,0,0,0,0
9,3.851,0,1.89,0,619,585,677,0,0,0,0,0,1
9,2.948,0,5.06,0,527,593,587,1,0,0,0,1,0
9,3.744,0,2.03,0,557,585,693,0,1,0,0,0,0
9,3.037,0,5.49,0,500,489,506,0,1,0,0,0,0
9,3.043,0,0.1,0,500,497,513,0,1,0,0,0,0
9,1.4,1,37.48,0,482,0,491,1,0,0,0,0,0
9,2.325,0,4.42,0,547,505,569,0,1,0,0,1,0
9,3.79,0,1.27,0,660,585,650,0,1,0,0,0,0
9,3.849,0,4.29,0,635,617,596,1,1,0,0,0,0
9,3.913,0,10.7,0,605,585,616,1,1,0,0,0,0
9,3.219,0,0,0,619,561,650,0,1,0,0,0,0
9,2.815,0,4.02,0,619,577,521,1,1,0,0,0,0
9,3.931,0,1.34,0,605,577,650,0,1,0,0,0,0
9,3.73,0,4.02,0,557,649,693,0,0,0,0,0,0
9,3.717,0,1.2,0,635,649,626,1,1,0,0,0,1
9,3.684,0,10.22,0,619,633,616,1,1,0,0,0,0
9,3.228,0,0.53,0,518,569,544,1,1,0,0,0,0
10,3.148,0,1.35,0,539,543,537,1,1,0,0,0,0
9,3.711,0,0.43,0,635,601,626,0,1,0,0,0,0
9,2.973,0,3.36,0,605,633,638,0,1,0,1,0,0
9,3.597,0,4.06,0,635,593,596,1,1,0,0,0,0
9,3.954,0,5.93,0,619,601,650,1,1,0,0,1,0
9,3.693,0,5.09,0,592,593,638,1,1,0,0,0,0
9,3.579,0,14.68,0,605,633,578,1,1,0,0,0,0
9,3.924,0,0.97,0,750,666,638,1,1,0,0,0,0
9,3.807,0,1.87,0,619,617,638,0,1,0,0,0,0
9,4,0,3.94,0,579,617,587,0,1,0,0,0,0
9,4,0,0.45,0,579,633,596,0,1,0,0,0,0
9,3.877,0,1.6,0,518,569,578,1,1,0,0,0,0
9,3.983,0,5.46,0,605,593,626,1,1,0,0,0,0
9,3.8,0,0.69,0,592,609,650,1,1,0,0,0,0
9,3.917,0,2.9,0,695,649,677,0,1,0,0,0,1
9,2.934,1,17.62,0,579,497,506,0,1,0,1,1,0
9,3.386,0,1.13,0,568,577,578,0,1,0,0,0,0
9,2.957,0,3.83,0,547,609,513,0,1,0,1,0,0
9,3.667,0,3.35,0,568,577,606,0,0,0,0,0,0
9,3.439,0,2.65,0,750,625,638,1,1,0,0,0,0
9,3.482,0,4.38,0,568,585,606,0,1,0,0,0,0
9,3.702,0,3.09,0,619,617,578,1,1,0,0,0,0
9,3.703,0,4.51,0,635,633,626,0,1,0,0,0,0
9,3.685,0,3.45,0,579,617,606,1,1,0,0,0,0
9,3.86,0,0.39,0,635,617,677,1,1,0,0,1,0
9,3.648,0,8.45,0,619,657,561,0,1,0,0,0,0
9,2.816,0,7.74,0,592,601,626,0,1,0,0,1,0
9,3.879,0,2.18,0,568,666,596,0,1,0,0,0,1
9,2.126,0,13.76,0,619,553,491,0,1,0,0,1,0
9,3.877,0,1.27,0,605,609,626,1,1,0,0,0,0
9,3.062,0,8.97,0,537,585,528,0,1,0,0,0,0
9,3.983,0,0.12,0,568,585,638,0,1,0,0,0,0
9,3.596,0,3.59,0,619,601,638,0,1,0,0,0,0
9,3.298,0,8.38,0,557,601,544,1,1,0,0,0,0
10,2.71,0,17.13,0,609,613,615,0,1,0,0,0,0
9,3.263,1,20.3,0,568,529,544,1,1,0,0,0,0
11,3.675,1,35.89,1,705,700,720,1,1,0,0,0,0
9,3.754,0,7.51,0,568,609,578,1,1,0,0,0,0
9,3.913,0,6.81,0,547,617,587,1,1,0,0,0,0
9,3.167,0,2.36,0,605,569,693,1,0,0,0,0,0
10,3.4,0,1.18,0,598,585,590,1,1,0,0,0,0
10,3.199,0,1.3,0,647,487,615,0,1,1,0,0,0
11,3.579,0,4.21,0,662,626,675,1,1,0,0,0,0
10,3.346,0,4.94,0,587,641,590,1,0,0,0,0,0
9,3.455,0,5.96,0,568,537,552,1,1,0,0,0,0
11,3.827,0,0.94,1,677,662,765,0,1,0,0,0,1
9,2.975,0,1.3,0,537,521,528,0,1,0,0,0,0
11,2.171,0,4.61,0,648,605,656,0,1,0,0,0,1
9,3.621,0,3.92,0,635,617,587,1,0,0,0,0,0
10,3.666,0,3.37,1,633,655,676,1,1,0,0,0,0
11,2.213,0,4.69,0,525,561,584,0,1,0,1,0,0
11,3.443,0,5.32,1,614,583,648,0,1,0,0,0,0
10,3.556,0,2.06,1,678,655,688,1,1,0,0,0,0
10,3.839,0,1.57,1,557,529,634,0,1,0,0,0,0
9,3.93,0,3.87,0,695,657,626,1,1,0,0,0,0
10,3.57,0,0.53,0,700,662,688,0,1,0,0,0,0
10,4,0,1.08,1,647,706,717,0,1,0,0,0,0
9,3.767,0,3.1,0,605,641,606,1,1,0,0,0,1
10,3.376,0,1.36,0,730,627,676,0,1,0,0,1,0
11,2.649,0,2.27,0,603,533,559,0,1,0,1,0,0
11,3.509,0,1.58,1,603,648,648,1,1,0,0,0,0
9,4,0,1.24,1,635,675,711,1,1,0,0,0,1
10,3.903,0,5.6,1,633,578,615,1,1,0,0,0,0
11,3.387,0,15.35,1,677,677,656,1,1,0,1,0,0
10,2.967,0,4.94,1,577,578,582,0,1,0,0,0,0
10,3.389,0,10.35,1,567,662,574,1,1,0,0,0,0
9,3.219,0,10.01,0,579,633,650,0,1,0,0,0,0
9,3.184,0,7.77,0,605,529,578,0,1,0,0,0,0
9,3.491,0,14.12,0,619,593,693,0,1,0,0,0,0
10,3.012,0,4.11,0,598,550,654,1,1,0,0,1,0
10,2.914,0,1.92,1,577,564,574,1,1,0,0,0,0
9,4,0,2.32,0,592,666,650,1,0,0,0,0,0
8,3.898,0,1.08,0,589,579,641,0,1,0,0,0,0
9,2.956,0,7.26,0,509,569,552,1,1,0,0,0,0
10,3.466,0,4.09,1,587,620,615,1,1,0,0,0,0
10,3.269,0,1.01,1,567,613,644,0,1,0,0,0,0
8,3.898,0,0,1,601,625,695,0,1,0,0,0,1
10,3.981,0,0.1,1,621,655,717,1,0,0,0,0,0
11,3.651,0,6.02,1,624,669,625,1,1,0,0,0,0
9,2.992,1,26.89,0,518,513,484,0,1,1,0,0,0
9,2.385,0,6.15,0,619,545,606,0,1,0,0,0,0
10,3.018,1,18.2,0,598,648,544,1,1,0,1,0,0
10,3.068,0,0.69,0,633,620,644,0,1,0,0,0,0
11,3.682,0,11.63,1,614,633,665,1,1,0,0,0,0
9,1.887,1,18.53,0,547,537,596,0,1,0,1,0,0
10,3.771,0,2.31,1,609,571,702,0,1,0,0,0,0
9,3.93,0,1.58,0,579,641,626,1,1,0,0,0,0
11,3.954,0,14.03,1,705,648,765,1,1,0,0,0,0
10,2.731,0,3.52,0,609,634,552,1,1,0,0,0,0
11,3.028,0,5.08,1,614,662,640,0,1,0,0,0,0
11,3.622,0,12.33,1,603,655,648,1,1,0,0,0,0
11,2.451,0,13.5,1,566,554,597,1,1,0,0,0,0
10,4,0,0.71,1,730,692,676,1,1,0,0,0,1
11,2.77,0,0.58,0,624,554,584,0,1,0,0,0,0
11,2.67,0,5.75,1,584,597,625,0,1,0,0,0,0
10,3.237,0,1.13,0,621,585,634,0,1,0,0,0,0
10,3.979,0,11.79,1,678,655,735,1,1,0,0,0,1
10,2.925,0,3.99,0,567,564,567,1,1,0,0,0,0
10,3.052,0,11.54,0,548,550,574,0,1,0,0,0,0
9,2.141,0,0.52,0,518,561,521,0,1,0,0,1,0
9,4,0,1.3,0,592,609,693,0,1,0,0,0,0
10,2.925,0,8.83,0,609,585,537,0,1,0,0,0,0
10,3.204,0,7.22,0,598,592,567,1,1,0,0,1,1
9,3.097,0,8.02,0,592,593,677,0,1,0,0,0,0
11,3.705,0,6.53,1,593,655,690,0,1,0,0,0,0
11,3.533,0,0.48,1,614,641,640,1,1,0,0,0,0
11,3.879,0,0.34,1,648,677,740,0,1,0,0,0,0
10,3.567,0,6.72,0,621,599,624,1,1,0,0,0,0
9,3.562,0,3.54,0,568,585,650,0,1,0,0,0,0
9,3.684,0,1.17,0,605,617,606,1,1,0,0,0,0
10,3.026,1,17.99,0,598,543,552,1,0,0,0,0,0
11,2.025,0,4.47,0,624,633,571,1,1,0,0,0,0
11,3.951,0,14.99,1,662,700,765,1,1,0,0,0,0
9,3.785,0,9.28,0,579,617,638,1,1,0,0,0,1
9,2.245,0,8.19,0,547,553,552,0,1,0,0,0,0
9,3.464,0,5.49,0,527,513,596,0,1,0,0,0,0
10,2.943,0,8.03,0,539,592,530,1,1,0,0,0,0
10,3.941,0,4.43,0,621,627,676,1,0,0,0,0,0
11,2.833,0,11.37,1,636,576,571,0,1,0,0,0,0
9,2.475,0,0.52,0,458,513,569,0,1,1,0,0,0
9,2.316,0,10.39,0,518,537,552,0,1,0,0,0,0
11,3.209,0,7.24,1,636,641,690,0,1,0,0,0,0
9,3.535,0,0.19,0,695,577,677,0,1,0,0,0,0
9,4,0,2.53,0,660,641,677,1,1,0,0,0,1
9,2.622,0,5.48,0,579,641,536,1,1,0,0,0,0
8,4,0,0.12,0,615,678,677,1,0,0,0,0,1
10,3.741,0,3.56,1,633,680,702,1,0,0,0,0,0
10,3.621,0,3,1,587,641,582,1,1,0,0,0,0
11,3.799,0,11.29,1,800,691,656,1,1,0,0,0,0
10,3.742,0,15.7,0,621,648,607,0,1,0,0,0,0
9,3.386,0,2,0,568,593,467,1,1,0,0,0,0
10,3.603,0,0.46,0,522,599,567,0,1,0,0,0,1
9,3.982,0,5.65,0,635,657,616,0,1,0,0,0,0
10,4,0,0.18,1,700,706,780,0,1,0,0,0,1
10,2.893,0,1.63,0,513,543,537,1,1,0,1,0,0
9,3.817,0,6.11,0,592,601,638,0,1,0,0,0,0
9,3.193,0,8.06,0,518,521,467,0,1,0,0,1,0
10,3.543,0,0.98,1,730,655,717,0,1,0,0,0,0
10,3.548,0,4.24,0,633,648,607,1,1,0,0,0,0
9,3.737,0,3.82,0,605,561,626,1,1,0,0,0,0
9,3.632,0,2.81,0,568,569,616,1,1,0,0,0,0
10,3.722,0,7.21,1,661,655,644,1,1,0,0,0,0
10,4,0,3.14,1,567,655,607,1,1,0,0,0,0
10,3.521,0,0.26,1,621,634,582,0,1,0,0,0,0
9,3.983,0,5.3,0,619,641,677,1,1,0,0,0,1
9,3.263,0,0.03,0,660,657,616,0,1,0,1,0,0
10,3.798,0,1.02,0,598,557,516,0,1,1,0,1,0
9,1.297,1,41.63,0,619,593,587,0,1,0,1,1,0
9,3.772,0,3.94,0,592,609,693,0,1,0,0,0,0
9,3.56,0,2.24,0,579,553,596,1,1,0,0,0,0
9,3.606,0,1.91,0,635,585,606,1,1,0,0,0,0
9,3.743,0,3.71,0,635,585,596,1,1,0,0,0,0
9,3.947,0,7.09,0,660,666,638,1,1,0,0,0,0
9,2.316,0,1.71,0,547,481,478,0,0,1,0,0,0
9,3.192,0,10.56,0,592,695,662,0,1,0,0,1,1
9,3.166,0,7.53,0,660,537,638,0,1,0,0,0,0
11,3.504,0,2.33,1,677,669,675,1,1,0,0,0,0
9,3.737,0,4.01,0,635,649,638,1,1,0,0,0,0
10,3.438,0,2.66,0,464,459,530,0,1,1,0,1,0
11,2.023,0,3.73,0,614,605,603,0,0,0,0,0,0
11,3.148,0,0.89,1,584,669,610,0,1,0,0,0,0
9,3.263,0,0.5,0,605,545,578,0,1,0,0,0,0
9,2.64,1,27.8,0,547,593,561,0,1,0,0,0,0
10,2.972,0,8.68,0,609,550,654,0,1,0,0,0,0
9,3.773,0,9.22,0,557,585,638,0,0,0,0,0,0
10,2.488,0,1.86,0,587,529,598,0,1,0,0,0,0
9,3.983,0,3.32,0,635,609,616,1,1,0,0,0,0
8,3.897,0,0.12,0,615,598,677,0,0,0,0,0,1
10,3.204,0,9.59,0,633,655,676,1,1,0,0,0,0
11,2.301,0,7.32,0,533,619,559,1,1,0,0,0,0
11,3.275,0,4.12,1,662,633,720,0,1,0,0,1,0
10,3.619,0,0,0,577,592,582,1,1,0,0,0,0
10,2.456,0,12.21,0,633,620,590,1,1,0,0,0,0
10,2.492,0,2.62,0,621,585,598,0,1,0,0,1,0
11,2.825,0,9.37,1,677,677,740,1,1,0,0,0,1
9,3.737,0,3.27,0,579,585,569,1,1,0,0,0,0
11,3.856,0,0.17,1,677,700,765,1,1,0,0,0,0
9,3.913,0,5.28,0,750,685,662,1,1,0,0,0,1
11,2.909,0,0,0,614,619,590,0,0,0,0,0,0
11,3.826,0,9.74,1,705,662,765,0,1,0,0,0,0
11,2.811,0,6.05,0,677,655,640,1,1,0,0,0,0
10,3.892,0,2.93,1,567,620,634,1,1,0,0,0,0
10,2.678,0,6.34,0,530,592,544,1,1,0,0,0,0
9,3.634,0,8.36,0,605,641,626,0,1,0,0,0,0
9,3.432,0,1.37,0,605,617,578,0,1,0,0,0,0
11,2.948,0,12.32,1,662,619,690,0,1,0,0,0,0
10,3.605,0,11.57,0,598,662,654,1,1,0,0,0,0
10,1.912,0,9.15,0,567,557,516,0,1,0,0,0,0
10,3.376,0,8.88,1,598,592,615,1,1,0,0,0,0
11,2.168,1,22.73,0,502,597,542,1,1,0,0,1,0
9,1.929,0,5.23,0,557,529,561,1,1,0,0,0,0
9,2.873,1,18.67,0,635,601,606,0,1,0,0,0,0
11,2.801,1,24.24,1,603,612,625,0,1,0,0,0,0
9,2.883,0,2.01,0,417,473,446,1,1,1,0,0,0
10,2.865,0,1.67,0,609,571,544,0,1,0,0,0,0
10,3.275,0,3.2,1,647,613,559,1,1,0,0,0,0
10,3.204,0,2.91,0,548,585,559,0,1,0,0,0,0
9,2.077,0,11.45,0,592,529,552,0,1,0,0,0,0
10,3.689,0,2.38,1,587,627,590,1,1,0,0,0,0
9,3.561,0,5.34,0,579,585,626,1,1,0,0,0,0
9,3.263,0,1.93,0,547,601,578,1,1,0,1,0,0
9,2.948,0,4.65,0,500,521,569,0,0,0,0,1,0
11,2.555,0,1.5,1,558,547,548,0,1,0,0,0,0
11,3.179,0,1.8,1,593,691,665,1,1,0,0,0,0
10,3.578,0,1.83,1,577,620,664,1,1,0,0,0,0
10,3.538,0,5.92,1,609,592,574,1,1,0,0,0,0
10,3.581,0,5.7,1,647,648,688,1,1,0,0,0,0
10,3.527,0,1.97,1,557,557,624,0,1,0,0,0,0
9,4,0,4.18,0,592,617,606,1,1,0,0,0,0
10,3.445,0,11.65,0,598,599,644,1,1,0,0,0,0
10,2.812,0,2.5,0,587,606,598,0,1,0,0,0,0
10,3.635,0,2.78,0,557,585,559,1,1,0,0,0,0
9,2.834,0,4.68,0,537,505,569,0,1,0,0,0,0
9,3.632,0,2.16,0,568,617,578,1,1,0,0,0,0
9,3.718,0,8.89,0,695,617,693,0,0,0,0,0,0
11,3.288,0,2.38,1,624,605,656,0,1,0,0,0,0
10,1.888,0,7.99,0,505,480,523,0,1,0,0,0,0
11,3.307,0,4.31,1,624,641,610,1,1,0,0,0,0
10,3.54,0,0,0,587,599,664,1,1,0,0,0,0
9,3.742,0,0.18,0,547,593,638,0,1,0,0,0,0
10,3.854,0,5.67,0,621,648,607,1,1,0,0,0,0
10,3.941,0,5.32,1,730,758,752,0,1,0,0,0,1
11,3.718,0,9.7,1,705,669,720,0,1,0,0,1,1
10,3.873,0,4.03,0,488,494,496,1,1,1,0,1,0
10,3.586,0,7.59,1,661,634,654,1,0,0,0,0,0
11,3.815,0,6.92,1,662,648,740,0,0,0,0,0,0
10,3.656,0,5.03,0,661,613,615,0,1,0,0,0,0
8,3.538,0,0,0,556,559,641,0,1,0,0,0,1
11,3.269,0,0.89,1,603,583,690,0,0,0,0,0,0
11,3.118,0,7.26,1,603,633,640,1,1,0,0,0,0
10,3.91,0,3.4,1,661,692,735,1,0,0,0,0,0
9,4,0,3.53,1,660,657,750,1,0,0,0,0,1
10,3.931,0,0.06,1,647,627,702,0,0,0,0,0,0
10,3.931,0,0.06,1,678,692,644,0,0,0,0,0,0
11,3.985,0,5.39,1,636,662,800,0,1,0,0,0,0
